,Title,Price,Duration,Description,Tag,Subtag,Image link
286,Fans' Screening: Konosuba: God's Blessing On This Wonderful World! (NC16: Some Sexual References),$9.00,90 minutes,Rebirth into a fantasy world and fighting monsters alongside with the goddesses? Definitely god’s blessing on this wonderful world!,Movies,Animation,https://www.gv.com.sg/media/imagesresize/img7165.jpg
287,Fan Screening: Kamen Rider - Reiwa the First Generation (PG13: Some Violence),$9.00,98 minutes,"For all who’re waiting for Kamen Rider – Reiwa the First Generation, the wait is finally over!",Movies,Action/ Adventure,https://www.gv.com.sg/media/imagesresize/img7166.jpg
288,My Hero Academia: Heroes Rising (PG13: Some Violence),$9.00,104 minutes,"Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it’s more like a vacation - until they’re attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens’ lives on the line, there’s no time for questions. Deku and his friends are the next generation of heroes, and they’re the island’s only hope.",Movies,Animation,https://www.gv.com.sg/media/imagesresize/img7167.jpg
289,Kamen Rider - Reiwa The First Generation (PG13: Some Violence),$9.00,98 minutes,"Another Rider from the world that Zi-O brought to an end suddenly stands in the way of Hiden Aruto/Kamen Rider Zero-One! At the moment another Rider is born, their existence rewrites the history of the Rider of that era, causing them to lose their powers.",Movies,Action/ Adventure,https://www.gv.com.sg/media/imagesresize/img7168.jpg
290,LIVE VIEWING HYPNOSISMIC - DIVISION RAP BATTLE (TBA),$9.00,98 minutes,"Another Rider from the world that Zi-O brought to an end suddenly stands in the way of Hiden Aruto/Kamen Rider Zero-One! At the moment another Rider is born, their existence rewrites the history of the Rider of that era, causing them to lose their powers.",Movies,Action/ Adventure,https://media.gv.com.sg/imagesresize/img7169.jpg
291,Digimon Adventure - Last Evolution Kizuna (PG),$9.00,94 minutes,"It's the year 2020. The Network has become something humans can no longer do without in their daily lives. But what humans don't know is that on the other side of the Network is the Digital World, a realm of light and darkness. Nor are they aware of the Digimon who live there. Widespread Network difficulties arise, centered around the Tokyo area. Traffic signals blink chaotically, public outdoor TVs display garbled text, and so on. The news reports it as a case of cyberterrorism. Fifth grader Taichi Yagami stayed home by himself to get ready for a weekend summer camp, but his mother and little sister Hikari went to Shibuya, and now they're aboard a runaway train. Taichi hurries to Shibuya to save his mother and sister, but the instant he heads toward the station platform... a strange phenomenon befalls the DigiDestined, and Taichi goes to the Digital World! The DigiDestined meet their partner Digimon, and they're faced with an adventure into the unknown...!",Movies,Animation,https://www.gv.com.sg/media/imagesresize/img7170.jpg
292,Crayon Shinchan: Crash! Rakuga Kingdom And The Four Heroes * (PG: Brief Nudity),$9.00,103 minutes,"The kingdom that floats above in the sky, that uses free doodles as an energy source, “Rakuga Kingdom.” However, now in the face of a lack in energy, they are on the brink of ruin. In order to force the creation of doodles, the kingdom’s army begins its attack on Kasukabe on the surface! Meanwhile, as the drawings begin to move, the hero who is bestowed the hidden treasure of the kingdom, the “Miracle Crayon”—is none other than the “super happy-go-lucky 5-year-old,” Nohara Shinnosuke!! Together as the “Almost Four Heroes,” Shinnosuke and the drawn doodles try to take back Kasukabe! Amongst that, they discover the weakness of the doodles, where they dissolve upon contact with water! To make matters worse, a raincloud that looks to start pouring at any moment hovers above… What awaits their encounter with the doodles and the end of their adventure—will it be smiles, or tears!?",Movies,Animation,https://www.gv.com.sg/media/imagesresize/img7171.jpg
293,Fans' Screening: Re:Zero – Starting Life in Another World – Memory Snow & The Frozen Bond OVA Movie (PG13: Some Violence),$9.00,137 minutes,Re:Zero – Starting Life in Another World is a popular Japanese light novel series written by Tappei Nagatsuki and illustrated by Shinichirou Otsuka.,Movies,Animation,https://www.gv.com.sg/media/imagesresize/img7172.jpg
294,Re:Zero – Starting Life in Another World – Memory Snow & The Frozen Bond OVA Movie (PG13: Some Violence),$9.00,137 minutes,Synopsis of Re:Zero – Starting Life in Another World – Memory Snow,Movies,Animation,https://www.gv.com.sg/media/imagesresize/img7173.jpg
295,Made In Abyss: Dawn Of A Deep Soul (NC16: Violence & Disturbing Scenes),$9.00,120 minutes,"Dawn of a Deep Soul continues the epic adventure of Riko and Reg who are joined by their new friend Nanachi. Together they descend into the Abyss’ treacherous fifth layer, the Sea of Corpses, and encounter the mysterious Bondrewd, a legendary White Whistle whose shadow looms over Nanachi’s troubled past. Bondrewd is ingratiatingly hospitable, but the brave adventurers know things are not always as they seem in the enigmatic Abyss…",Movies,Animation,https://www.gv.com.sg/media/imagesresize/img7174.jpg
296,National Museum of Singapore,$15,NA,"Oldest museum in Singapore, with history dating back to 1887.",Museums,History,NA
297,Asian Civilisations Museum,$8,NA,"Opened in 1997, the museum is devoted to exploring the rich artistic heritage of Asia, especially the ancestral cultures of Singaporeans",Museums,History,NA
298,ArtScience Museum,$19,NA,"ArtScience Museum is an iconic cultural landmark in Singapore. Our mission is to explore where art, science, culture and technology come together.",Museums,Art/Design,NA
299,Indian Heritage Center,$8,NA,The Indian Heritage Centre traces the history of the Indian and South Asian communities in the Southeast Asian region.,Museums,History,NA
300,Lee Kong Chian Natural History Museum,$20,NA,"The Lee Kong Chian Natural History Museum strives to be a leader in Southeast Asian biodiversity – in research, education and outreach.",Museums,History,NA
301,Fort Canning Battlebox,$15,NA,"Embark on an unforgettable journey 9 metres underground into the Battlebox, an authentic World War II secret underground command centre built in the late 1930s.",Museums,History,NA
302,Red Dot Museum,$6.40,NA,Red Dot Design Museum is the physical embodiment of the international Red Dot Design Award — one of the largest design awards in the World.,Museums,Art/Design,NA
303,Malay Heritage Centre,$8,NA,"Officially opened by Prime Minister Lee Hsien Loong in June 2005, the Malay Heritage Centre (MHC) provides wonderful cultural exposure and learning opportunities for visitors of all ages and interests.",Museums,History,NA
304,Former Ford Factory,$3,NA,"The Ford Motor Company which was first established in Singapore at Anson Road in 1926, moved to its new state-of-the-art factory located at Upper Bukit Timah Road in October 1941.",Museums,History,NA
305,Singapore Musical Box Museum,$12,NA,"In this Singapore's first musical box museum, we aim to share the historical background from the rise to the fall of the musical boxes to how it made its way to Singapore in the 19th century to the public.",Museums,History,NA
306,Chinatown Heritage Centre,$18,NA,"Restored shophouses displaying living spaces, furnishings & artifacts of early Chinatown settlers.",Museums,History,NA
307,Singapore Discovery Centre,$10,NA,Singapore Discovery Centre (SDC) is a non-profit organisation whose mission is to share the Singapore Story and inspire a desire to contribute to Singapore’s future.,Museums,History,NA
308,Trick Eye Museum,$21.25,NA,Trick Eye Museum brings you closer to art through the use of optical illusions. Immerse yourself in different settings at 6 themed zones and recreate into memorable photographs with your imagination.,Museums,Art/Design,NA
309,Vintage Cameras Museum,$20,NA,"The Vintage Camera's Museum, itself is set in the form of a camera, and the entry is shaped like a lens.",Museums,History,NA
